Ti (wt%),Mo (wt%),Al (wt%),Sn (wt%),V (wt%),Zr (wt%),Cr (wt%),Nb (wt%),Ta (wt%),Fe (wt%),W (wt%),Si (wt%),O (wt%),Y (wt%),transition temperature (°C),Process,Strength (MPa),Elongation (%),source
85.9,2.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1000.0,"Solution: 1030.0°C for 1.0h, cooled by Air Cool (AC). Aging: 550.0°C for 8.0h, cooled by Air Cool (AC).",1030.44,8.58659,none
85.9,2.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1000.0,"Solution: 1030.0°C for 1.0h, cooled by Air Cool (AC). Aging: 600.0°C for 8.0h, cooled by Air Cool (AC).",1043.4,7.75179,none
85.9,2.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1000.0,"Solution: 1030.0°C for 1.0h, cooled by Air Cool (AC). Aging: 650.0°C for 8.0h, cooled by Air Cool (AC).",1029.2,7.25761,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 800.0°C for 1.0h, cooled by Air Cool (AC).",1184.0,19.0,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 800.0°C for 3.0h, cooled by Air Cool (AC).",1177.0,19.3,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 800.0°C for 6.0h, cooled by Air Cool (AC).",1156.0,20.1,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 880.0°C for 1.0h, cooled by Air Cool (AC).",1340.0,20.3,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 880.0°C for 3.0h, cooled by Air Cool (AC).",1333.0,20.4,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 880.0°C for 6.0h, cooled by Air Cool (AC).",1317.0,20.7,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 920.0°C for 1.0h, cooled by Air Cool (AC).",1582.0,10.1,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 920.0°C for 3.0h, cooled by Air Cool (AC).",1565.0,10.7,none
82.818,3.06,6.28,2.04,0.0,2.18,1.61,1.89,0.0,0.0,0.0,0.0,0.122,0.0,960.0,"Annealing: 920.0°C for 6.0h, cooled by Air Cool (AC).",1605.0,10.7,none
79.95,0.8,6.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,"no process",1130.0,1.8,none
77.95,0.8,6.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,"no process",1068.0,1.14,none
75.95,0.8,6.0,4.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,"no process",1050.0,1.7,none
86.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,830.0,"Annealing: 700.0°C for 6.0h, cooled by Oil Quench (OQ).",1000.0,13.4,none
86.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,830.0,"Annealing: 780.0°C for 1.0h, cooled by Water Quench (WQ). Second Annealing: 550.0°C for 2.0h, cooled by Air Cool (AC).",1287.0,3.9,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 750.0°C for 3.0h, cooled by Air Cool (AC).",927.0,20.0,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 800.0°C for 3.0h, cooled by Air Cool (AC).",971.0,19.0,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 850.0°C for 3.0h, cooled by Air Cool (AC).",991.0,19.4,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 870.0°C for 3.0h, cooled by Air Cool (AC).",977.0,21.0,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 900.0°C for 3.0h, cooled by Air Cool (AC).",998.0,11.1,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 850.0°C for 3.0h, cooled by Oil Quench (OQ).",909.0,23.0,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 870.0°C for 3.0h, cooled by Oil Quench (OQ).",911.0,23.0,none
91.5,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 980.0°C for 3.0h, cooled by Oil Quench (OQ).",906.0,10.5,none
92.5,0.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 750.0°C for 3.0h, cooled by Air Cool (AC).",0.0,18.286,none
92.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Annealing: 750.0°C for 3.0h, cooled by Air Cool (AC).",0.0,20.2261,none
85.28,0.99,5.61,3.69,0.0,3.45,0.0,0.4,0.2,0.0,0.0,0.38,0.0,0.0,0.0,"As-cast",940.0,0.0,none
88.2,3.5,6.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,"As-cast",1075.0,0.0,none
82.48,4.05,6.64,1.89,0.0,3.73,0.0,0.0,0.0,0.0,1.01,0.2,0.0,0.0,0.0,"As-cast",1085.0,0.0,none
75.9,0.0,5.4,6.2,0.0,6.4,0.0,0.0,4.0,0.0,1.6,0.5,0.0,0.0,0.0,"As-cast",1328.0,0.0,none
87.4,0.0,5.4,6.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,"As-cast",1003.0,0.0,none
89.99,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,"As-cast",925.0,0.0,none
90.3,0.5,8.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",750.0,0.0,none
89.5,0.0,6.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",895.0,0.0,none
89.55,0.0,6.85,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",910.0,0.0,none
89.81,0.72,8.69,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",826.0,0.0,none
89.72,0.9,8.35,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",825.0,0.0,none
89.76,0.76,8.7,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",825.0,0.0,none
88.29,0.75,9.53,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",880.0,0.0,none
75.15,2.73,6.52,4.25,0.0,5.5,0.0,1.77,0.0,0.0,3.58,0.4,0.0,0.1,0.0,"As-cast",1125.0,0.0,none
74.12,2.72,6.59,4.24,0.0,5.5,0.0,1.71,0.98,0.0,3.6,0.43,0.0,0.11,0.0,"As-cast",1157.0,0.0,none
73.11,2.77,6.5,4.2,0.0,5.55,0.0,1.78,1.99,0.0,3.59,0.42,0.0,0.09,0.0,"As-cast",1175.0,0.0,none
85.668,1.403,4.543,2.567,0.0,2.134,0.0,2.048,0.0,0.0,1.089,0.419,0.0,0.129,0.0,"As-cast",1011.6,0.0,none
84.251,1.465,4.671,2.885,0.0,2.849,0.0,2.074,0.0,0.0,1.067,0.461,0.0,0.277,0.0,"As-cast",905.5,0.0,none
84.057,1.479,4.578,2.898,0.0,2.867,0.0,2.072,0.0,0.0,1.144,0.517,0.0,0.388,0.0,"As-cast",1028.0,0.0,none
83.779,0.771,4.598,2.73,0.0,5.787,0.0,0.676,0.0,0.0,1.084,0.436,0.0,0.139,0.0,"As-cast",1059.1,0.0,none
83.343,0.784,4.543,2.905,0.0,5.643,0.0,1.279,0.0,0.0,1.05,0.325,0.0,0.128,0.0,"As-cast",1090.7,0.0,none
82.233,0.799,4.743,2.744,0.0,5.709,0.0,2.113,0.0,0.0,1.202,0.326,0.0,0.131,0.0,"As-cast",967.7,0.0,none
84.9,0.4,6.0,3.75,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.45,0.0,0.0,0.0,"As-cast",972.0,0.0,none
86.4,0.4,6.0,2.75,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,"As-cast",1020.0,0.0,none
84.9,0.4,6.0,2.75,0.0,4.0,0.0,1.5,0.0,0.0,0.0,0.45,0.0,0.0,0.0,"As-cast",1073.0,0.0,none
84.4,0.4,6.0,2.75,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,"As-cast",1084.0,0.0,none
85.499,0.771,4.547,1.873,0.0,4.998,0.0,1.04,0.0,0.0,0.969,0.303,0.0,0.0,0.0,"As-cast",1038.45,0.0,none
84.209,0.65,5.432,2.401,0.0,5.402,0.0,0.851,0.0,0.0,0.797,0.258,0.0,0.0,0.0,"As-cast",1057.49,0.0,none
82.383,0.575,5.089,2.714,0.0,7.226,0.0,0.875,0.0,0.0,0.839,0.299,0.0,0.0,0.0,"As-cast",1072.32,0.0,none
76.688,0.6,6.542,4.445,0.0,9.791,0.0,0.868,0.0,0.0,0.848,0.218,0.0,0.0,0.0,"As-cast",1056.55,0.0,none
80.95,0.8,6.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,"As-cast",1130.0,0.0,none
78.95,0.8,6.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,"As-cast",1068.0,0.0,none
76.95,0.8,6.0,4.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,"As-cast",1050.0,0.0,none
81.22,0.68,5.41,2.52,0.0,5.33,0.0,1.35,1.33,0.0,1.35,0.19,0.0,0.62,0.0,"As-cast",1070.0,0.0,none
86.5,1.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,"As-cast",1010.0,0.0,none
83.5,0.0,5.8,4.2,0.0,3.9,0.0,0.7,1.5,0.0,0.0,0.4,0.0,0.0,0.0,"As-cast",871.0,0.0,none
77.75,1.0,6.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,"As-cast",1026.2,0.0,none
84.28,2.3,6.56,2.36,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,"As-cast",1010.0,0.0,none
85.95,2.03,5.92,2.12,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"As-cast",955.0,0.0,none
87.47,1.8,5.41,1.8,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,"As-cast",938.0,0.0,none
84.5,0.51,5.91,4.07,0.0,3.92,0.0,0.82,0.0,0.0,0.0,0.27,0.0,0.0,0.0,"As-cast",1031.0,0.0,none
85.0,0.0,7.5,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,"As-cast",861.0,0.0,none
88.2,0.0,7.8,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,"As-cast",958.0,0.0,none
87.6,0.0,7.8,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,"As-cast",993.0,0.0,none
88.0,0.0,8.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,"As-cast",1028.0,0.0,none
87.4,0.0,8.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,"As-cast",1020.0,0.0,none
87.5,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,"As-cast",877.0,0.0,none
87.5,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,"As-cast",882.0,0.0,none
86.85,0.0,8.5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.15,0.0,"As-cast",978.0,0.0,none
86.65,0.0,8.5,0.0,1.0,2.0,0.0,0.0,0.2,0.0,0.0,1.5,0.0,0.15,0.0,"As-cast",952.0,0.0,none
89.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",835.0,0.0,none
88.7,2.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",860.0,0.0,none
88.8,0.5,3.2,0.0,0.5,0.0,0.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",960.0,0.0,none
85.19,0.45,5.0,0.0,0.22,1.32,0.0,6.5,1.32,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast",960.0,0.0,none
83.6,0.0,5.8,4.0,0.0,4.0,0.0,0.7,1.5,0.0,0.0,0.4,0.0,0.0,0.0,"As-cast",950.0,0.0,none
77.9,0.8,6.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,"As-cast",992.0,0.0,none
69.79,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,"Solution: 1000.0°C for 1.0h, cooled by Water Quench (WQ).",601.0,28.0,none
68.53,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,1.1,0.0,0.0,0.17,0.0,0.0,"Solution: 1000.0°C for 1.0h, cooled by Water Quench (WQ).",630.0,22.0,none
67.28,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,2.9,0.0,0.0,0.12,0.0,0.0,"Solution: 1000.0°C for 1.0h, cooled by Water Quench (WQ).",660.0,18.0,none
65.55,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0.0,5.1,0.0,0.0,0.15,0.0,0.0,"Solution: 1000.0°C for 1.0h, cooled by Water Quench (WQ).",689.0,16.0,none
90.93,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,754.0,"Solution: 1000°C for 1.0h, cooled by water quenching.",852.0,22.0,10.1016/j.matchar.2015.10.005
89.84,8.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,738.0,"Solution: 1000°C for 1.0h, cooled by Water Quench (WQ).",847.0,18.0,10.1016/j.matchar.2015.10.005
84.63,8.7,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,731.0,"Solution: 1000°C for 1.0h, cooled by water quenching.",803.0,16.0,10.1016/j.matchar.2015.10.005
60.53,0.0,0.0,0.0,0.0,6.21,0.0,31.7,0.0,1.4,0.0,0.0,0.16,0.0,0.0,"Deformation amount: 50%. Solution: 950°C for 6.0h, cooled by water quenching. Second Solution: 800°C for 0.5h, cooled by water quenching.",1083.0,9.0,10.1007/s12613-017-1477-3
60.53,0.0,0.0,0.0,0.0,6.21,0.0,31.7,0.0,1.4,0.0,0.0,0.16,0.0,0.0,"Deformation amount: 50%. Solution: 950°C for 6.0h, cooled by water quenching. Second Solution: 900°C for 0.5h, cooled by water quenching.",880.0,8.0,10.1007/s12613-017-1477-3
60.53,0.0,0.0,0.0,0.0,6.21,0.0,31.7,0.0,1.4,0.0,0.0,0.16,0.0,0.0,"Deformation amount: 50%. Solution: 950°C for 6.0h, cooled by water quenching. Second Solution: 1000°C for 0.5h, cooled by water quenching.",828.0,5.0,10.1007/s12613-017-1477-3
65.0,1.0,0.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deformation amount: 88%. Annealing: 352°C for 0.5h, cooled by water quenching.",1000.0,5.2,10.1016/j.pnsc.2015.09.008
68.0,5.3,0.0,6.5,0.0,10.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast：Arc-melting and Copper-mold suction-casting",715.0,7.6,10.1016/j.msea.2017.01.047
61.7,4.8,0.0,5.9,0.0,9.1,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast：Arc-melting and Copper-mold suction-casting",519.0,6.4,10.1016/j.msea.2017.01.047
65.6,4.9,0.0,6.0,0.0,9.3,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast：Arc-melting and Copper-mold suction-casting",701.0,13.6,10.1016/j.msea.2017.01.047
69.6,5.0,0.0,6.2,0.0,9.5,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast：Arc-melting and Copper-mold suction-casting",715.0,12.5,10.1016/j.msea.2017.01.047
73.8,5.1,0.0,6.3,0.0,4.9,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast：Arc-melting and Copper-mold suction-casting",762.0,13.8,10.1016/j.msea.2017.01.047
68.0,5.3,0.0,6.5,0.0,5.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As-cast：Arc-melting and Copper-mold suction-casting",692.0,14.2,10.1016/j.msea.2017.01.047
69.0,2.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Homogenization: 950°C for 5h, cooled by water quenching. Deformation amount: 70%.",800.0,5.0,10.1007/s11661-012-1324-0
69.0,2.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Homogenization: 950°C for 5h, cooled by water quenching. Deformation amount: 70%. Annealing: 475°C for 0.25h.",1113.0,3.0,10.1007/s11661-012-1324-0
65.0,0.0,0.0,0.0,0.0,10.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Forging temperature: 1000°C. Solution: 800°C for 0.167h, cooled by water quenching.",0.0,10.0,10.1520/F1813-13.2
65.0,0.0,0.0,0.0,0.0,10.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Forging temperature: 1000°C. Solution: 800°C for 0.167h, cooled by step quenching to 450°C. Aging: 450°C for 12h, cooled by water quenching.",0.0,8.0,10.1520/F1813-13.2
61.5,0.0,0.0,0.0,0.0,10.0,0.0,27.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,"Forging temperature: 1000°C. Solution: 800°C for 0.167h, cooled by water quenching.",0.0,9.0,10.1520/F1813-13.2
61.5,0.0,0.0,0.0,0.0,10.0,0.0,27.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,"Forging temperature: 1000°C. Solution: 800°C for 0.167h, cooled by step quenching to 450°C. Aging: 450°C for 12h, cooled by water quenching.",0.0,8.0,10.1520/F1813-13.2
89.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.075,0.0,0.0,"Processing temperature: 1273°C. Deformation amount: 80%. Solution: 1223°C for 1h, cooled by water quenching.",510.0,24.0,10.1016/j.msea.2003.12.011
79.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.075,0.0,0.0,"Processing temperature: 1273°C. Deformation amount: 80%. Solution: 1223°C for 1h, cooled by water quenching.",545.0,20.0,10.1016/j.msea.2003.12.011
70.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.088,0.0,0.0,"Processing temperature: 1273°C. Deformation amount: 80%. Solution: 1223°C for 1h, cooled by water quenching.",587.0,25.0,10.1016/j.msea.2003.12.011
62.4,0.0,0.0,4.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 1150°C. Solution: 950°C for 2h, cooled by water quenching.",500.0,0.0,10.2320/matertrans.46.1070
63.4,0.0,0.0,5.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 1150°C. Deformation amount: 89%. Solution: 950°C for 2h, cooled by water quenching.",680.0,0.0,10.2320/matertrans.46.1070
64.4,0.0,0.0,6.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 1150°C. Deformation amount: 89%. Solution: 950°C for 2h, cooled by water quenching. Aging: 250°C for 2h, cooled by air cooling.",840.0,6.5,10.2320/matertrans.46.1070
64.4,0.0,0.0,6.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 1150°C. Deformation amount: 89%. Solution: 950°C for 2h, cooled by water quenching. Aging: 300°C for 2h, cooled by air cooling.",1000.0,6.5,10.2320/matertrans.46.1070
67.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 1000°C for 6h. Solution: 844°C for 0.5h, cooled by water quenching.",700.0,6.5,10.2320/matertrans.46.1070
67.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 1000°C for 6h. Solution: 844°C for 0.5h, cooled by quenching. Aging: 400°C for 3h, cooled by air cooling.",1260.0,3.0,10.2320/matertrans.46.1070
90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Compaction: 200MPa. Processing temperature: 1420°C.",916.2,14.8,10.1016/j.bioactmat.2020.04.012
62.0,0.0,5.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,"Processing temperature: 1000°C for 0.5h. Deformation amount: 70%. Cooled by air cooling.",1302.0,4.28,10.1016/j.msea.2017.03.027
61.48,0.0,5.0,0.0,3.01,30.01,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,835.0,"Processing temperature: 1000°C for 0.5h. Deformation amount: 70%. Cooled by air cooling.",1420.0,5.34,10.1016/j.msea.2017.03.027
61.0,0.0,5.0,0.0,3.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,816.0,"Processing temperature: 1000°C for 0.5h. Deformation amount: 70%. Cooled by air cooling.",1533.0,2.49,10.1016/j.msea.2017.03.027
60.5,0.0,5.0,0.0,3.0,30.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,798.0,"Processing temperature: 1000°C for 0.5h. Deformation amount: 70%. Cooled by air cooling.",1667.0,2.34,10.1016/j.msea.2017.03.027
60.0,0.0,5.0,0.0,3.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,785.0,"Processing temperature: 1000°C for 0.5h. Deformation amount: 70%. Cooled by air cooling.",1538.0,1.9,10.1016/j.msea.2017.03.027
67.0,3.0,0.0,2.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 850°C. Solution: 750°C for 1h, cooled by air cooling.",708.5,31.3,10.1016/j.msea.2009.11.059
67.0,3.0,0.0,2.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Processing temperature: 850°C. Solution: 750°C for 1h, cooled by air cooling. Aging: 510°C for 1h, cooled by air cooling.",714.0,15.3,10.1016/j.msea.2009.11.059
83.4,6.8,3.9,0.0,3.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,"Processing temperature: 750°C (Hot Rolling). Solution: 910°C for 0.5h, cooled by Water Quenching.",890.0,17.0,10.1016/j.matdes.2017.02.043
83.4,6.8,3.9,0.0,3.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,"Processing temperature: 750°C (Hot Rolling). Solution: 810°C for 0.5h, cooled by Water Quenching.",960.0,23.0,10.1016/j.matdes.2017.02.043
83.4,6.8,3.9,0.0,3.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,"Processing temperature: 750°C. Solution: 910°C for 0.5h. Aging: 600°C for 6.0h, cooled by Air Cooling.",1280.0,6.0,10.1016/j.matdes.2017.02.043
83.4,6.8,3.9,0.0,3.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,"Processing temperature: 750°C. Solution: 810°C for 0.5h. Aging: 600°C for 6.0h, cooled by Air Cooling.",1220.0,11.0,10.1016/j.matdes.2017.02.043
82.4,4.8,5.2,0.0,4.7,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,"Processing temperature: 750°C (Hot Rolling). Solution: 920°C for 0.5h, cooled by Water Quenching.",840.0,12.0,10.1016/j.matdes.2017.02.043
82.4,4.8,5.2,0.0,4.7,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,"Processing temperature: 750°C (Hot Rolling). Solution: 820°C for 0.5h, cooled by Water Quenching.",890.0,16.0,10.1016/j.matdes.2017.02.043
82.4,4.8,5.2,0.0,4.7,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,"Processing temperature: 750°C. Solution: 920°C for 0.5h. Aging: 600°C for 6.0h, cooled by Air Cooling.",1220.0,5.0,10.1016/j.matdes.2017.02.043
82.4,4.8,5.2,0.0,4.7,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,"Processing temperature: 750°C. Solution: 820°C for 0.5h. Aging: 600°C for 6.0h, cooled by Air Cooling.",1130.0,10.0,10.1016/j.matdes.2017.02.043
82.0,5.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Forging temperature: 1100°C. Processing temperature: 750°C. Deformation amount: 70%. Solution: 1000°C for 0.5h, cooled by water quenching. Annealing: 900°C for 0.0833h, cooled by water quenching.",1100.0,19.5,10.1016/j.scriptamat.2017.10.017
85.532,12.05,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.038,0.0,0.0,0.08,0.0,0.0,"Homogenization: 1000°C for 10h.",1028.0,4.1,10.1016/j.jallcom.2011.05.090
85.532,12.05,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.038,0.0,0.0,0.08,0.0,0.0,"Homogenization: 1000°C for 10h. Solution: 780°C for 1h, cooled by water quenching.",695.0,3.9,10.1016/j.jallcom.2011.05.090
85.532,12.05,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.038,0.0,0.0,0.08,0.0,0.0,"Homogenization: 1000°C for 10h. Solution: 860°C for 1h, cooled by water quenching.",628.0,4.7,10.1016/j.jallcom.2011.05.090
